year,field,original_field,keys,is_tt,rank,headline,text,count
2018,Modern / Contemporary Art,Modern / Contemporary,"tt, assistant_prof, tt, assistant_prof",TRUE,assistant_prof,"University of Hartford (CT) - TT Assistant Professor, Modern and Contemporary Art History","University of Hartford (CT) - TT Assistant Professor, Modern and Contemporary Art History
The Art History Department in the Hartford Art School at the University of Hartford invites applications for a full-time, tenure-track position in Modern and Contemporary Art History at the assistant level, beginning Fall 2019. We seek candidates who can teach a broad range of modern and contemporary surveys as well as advanced courses that expand or challenge traditional canons. The successful candidate will have the opportunity to develop courses in their areas of interest and specialization and to participate in our innovative University Interdisciplinary Studies program. We especially seek applications from candidates whose scholarship and teaching investigate the intersections between art and social justice, politics, and/or resistance movements, and can connect their scholarship and research to our diverse community.
Responsibilities:
In addition to teaching and research, duties will also include participation in departmental and school committees, advising students and contributing to university service.
Required Qualifications:
We require a Ph.D. in art history or closely related discipline at the time of appointment or by August 2019. We expect applicants to demonstrate excellence in teaching a broad range of student populations; evidence of exceptional scholarly achievement and promise; and strong organizational, communication, and interpersonal skills. Applicants shall provide a letter of application, a current curriculum vitae, unofficial transcripts, a teaching philosophy, a diversity statement explaining how their teaching and research will contribute to a culture of inclusion and campus diversity, and contact information for three references. Priority consideration will be given to dossiers received by December 1, 2018.
Required Documents

Cover Letter
Curriculum Vitae
Unofficial Transcript
Teaching Philosophy
Diversity Statement
Optional Documents

Research Philosphy
Samples of Scholarly Work/Publications
Samples of Teaching Effectiveness
Deadline: 1 Dec. 2018
Additional Materials Requested:
Preliminary Interview Scheduled: Skype interview invitation Jan. 7 x3
Campus Interview Scheduled:
Rejection: After Skype interview, 2.25 (x2)
Offer Made:
Offer Accepted:
NOTES: Anyone been invited for campus visit? (02.09)

",1
2018,Modern / Contemporary Art,Modern / Contemporary,"non_tt, vap, assistant_prof, non_tt, vap, assistant_prof",FALSE,vap,University of Houston - Visiting Assistant Professor - Art History,"University of Houston - Visiting Assistant Professor - Art History
The Art History Program at the University of Houston seeks a Visiting Assistant Professor in Art History for the 2019-2020 academic year.The teaching load for this position will be 3/3, including both lower-division surveys in the candidate's broad area of expertise and specialized upper-division courses of the candidate's design. We seek an art historian who can teach a range of classes, which may encompass any of the following, according to the candidate's specialty: surveys in Modern and Contemporary Art, History of Photography, Middle-Eastern Art, Latin American Art, African and African Diaspora Art, Asian Art, American Art, Gender and Representation, Undergraduate Art History Methods, and/or Special Topics in the candidate's area of specialty. A lower-division survey course may be repeated across the fall and spring semesters and will include support from an instructional assistant. Candidates who can teach History of Photography and/or the Survey of Renaissance to Modern Art will be prioritized.Application materials:

Cover letter and CV
One example of published work
Titles and brief descriptions of 3-5 courses the candidate could offer
Contact information for 3 references - including phone number and email address.

Application deadline is  March 1, 2019.Candidates should apply online through UH's Jobs portal at www.uh.edu/human-resources/uh-careers/
For further information, please contact: Professor Sandra Zalman at szalman@uh.eduThe University of Houston is an Equal Opportunity/Affirmative Action institution. Minorities, women, veterans and persons with disabilities are encouraged to apply.
The ideal candidate will have a Ph.D. in Art History and some teaching experience at the college level. ABD candidates with teaching experience at the college level will also be considered.
Official transcripts are required for a faculty appointment and will be requested upon selection of the final candidate. All positions at the university are security sensitive and will require a criminal history check.

Deadline: 1 March 2019
Preliminary interview: Has anyone heard anything? 
- Also waiting for something. Has anyone heard anything with this one? 4/28 (x2)
- I am fairly certain an inside candidate has already been offered the position.
Rejection: rejection e-mail 06/03 (x2)
NOTES: 

",1
2018,Modern / Contemporary Art,Modern / Contemporary,"tt, assistant_prof, tt, assistant_prof",TRUE,assistant_prof,University of Michigan (MI) - TT Assistant Professor - Art of the Americas (Modern & Contemporary),"University of Michigan (MI) - TT Assistant Professor - Art of the Americas (Modern & Contemporary)
The Department of the History of Art at the University of Michigan invites applications for a full-time, tenure-track assistant professor position in the Arts of the Americas, modern and contemporary, beginning in September 2019. This is a university year appointment. A PhD is required prior to appointment. Broadly conceived, the position may be filled by persons working in any of the following fields: African-American, African Diaspora, Latin American, and/or Native American art; possible methodological lenses include, but are not limited to, critical race studies, gender theory, performance studies, and/or critical museum studies. The successful applicant will be asked to develop a range of undergraduate and graduate courses, to supervise doctoral dissertations, and to participate actively in the life of the department. The appointee will be welcomed into a large university community that encourages interdisciplinary dialogue and is committed to the core values of diversity, equity, and inclusion. Applicants should provide a cover letter, CV, statement of current and future research plans, statement of teaching philosophy and experience, evidence of teaching excellence, and a writing sample. These materials and three letters of reference should be uploaded via Interfolio (https://apply.interfolio.com/53831). If you have questions regarding the position, please contact Jessica Pattison (Executive Secretary, U-M Department of the History of Art) at (734) 615-8453 or histart-execsec@umich.edu. The deadline for submission is November 1, 2018. The University of Michigan is an equal opportunity/affirmative action employer and is supportive of the needs of dual career couples. Women and minority candidates and scholars demonstrably committed to working with diverse student populations are encouraged to apply.
Deadline: 1 Nov. 2018
Additional Materials Requested:
Preliminary Interview Scheduled: x1 (12/4)
Campus Interview Scheduled: x1
Rejection: 12/14 Form email saying the department has settled on its final shortlist
Offer Made: x1
Offer Accepted:
NOTES:

",1
2018,Modern / Contemporary Art,Modern / Contemporary,"tt, assistant_prof, assistant_prof",TRUE,assistant_prof,University of Nebraska - Lincoln - TT Assistant Professor of Modern and Contemporary Art History,"University of Nebraska - Lincoln - TT Assistant Professor of Modern and Contemporary Art History
The School seeks an innovative teacher and scholar who can teach a broad array of courses in modern and contemporary art. We welcome candidates who take global, transnational, cross-cultural, non-western and interdisciplinary approaches to research and teaching and who bring novel and inclusive perspectives to the study of modern and contemporary art.
The successful candidate will be a dedicated teacher-scholar with a well-developed field of specialization (preferably in contemporary art), a secondary field of expertise that expands his/her disciplinary footprint and a commitment to pedagogically creative undergraduate and graduate teaching. Teaching responsibilities will include the art history survey, intermediate and advanced courses in art history, and advanced seminars for both art history and studio students. The successful candidate will be encouraged to design courses that utilize his/her expertise and that meet the needs of the School and College. We welcome candidates whose work takes a critical and engaged approach to modern and contemporary art in a global context addressing visual culture. The successful candidate will be expected to serve on M.A and M.F.A. thesis committees.

Qualified applicants must hold a Ph.D. in Art History and have experience teaching at the college level. An ABD in Art History may be considered with the expectation that the PhD is in hand by the time of employment. Experience with online course development and digital pedagogy is desirable. The School of Art, Art History & Design values diversity and believes that it is critical to our success. We envision a faculty that will serve an increasingly diverse student body. To that end, we seek a diverse pool of candidates committed to recruiting and advising first-generation students and a diverse student body.
Duties and Responsibilities
ƒ?› Teach a broad array of courses in modern and contemporary artƒ?› Teach surveys, intermediate courses, and advanced seminars in Art Historyƒ?› Advise undergraduate and graduate art history studentsƒ?› Develop curriculum and programs in collaboration with the School facultyƒ?› Develop and maintain a teaching, research, and service practice consistent with the position (Standard faculty apportionment in the School of Art, Art History & Design is 45% teaching, 45% research/creative activity, and 10% service.)ƒ?› Serve on MA and MFA committeesƒ?› Serve on faculty committees for the School, College, and University.
Minimum Qualifications
ƒ?› Qualified applicants must hold a Ph.D. in Art History and have experience teaching at the college levelƒ?› Knowledge of transnational, cross-cultural, non-western and interdisciplinary approaches to research and teaching and inclusive perspectives to the study of modern and contemporary art.ƒ?› Broad-based knowledge of modern and contemporary issues in art and designƒ?› Excellent writing and communication skills
Preferred qualifications:
ƒ?› Three years successful university-level teaching experience beyond the graduate teaching assistantshipƒ?› A nationally established and active record of professional research in contemporary artƒ?› Experience with program and curriculum developmentƒ?› Experience in the recruitment and mentoring of first-generation students and a diverse student bodyƒ?› Experience teaching and developing interdisciplinary coursesƒ?› Experience with online course development and digital pedagogyƒ?› Experience with community engagement through art
How to apply:
The search committee will begin formal review of applications on January 31, 2019, and will continue until an appointment is made. To be considered for this position, please go to http://employment.unl.edu, requisition # F_180221 and click on ƒ??Apply to this job.ƒ? Complete the form and attach the following required documents:ƒ?› Cover letter outlining qualifications specific to this jobƒ?› Current curriculum vitaeƒ?› Names and contact information of three professional references who can speak to the  candidateƒ??s abilities in teaching and scholarshipƒ?› Short statement (1 page) describing candidateƒ??s approach to teaching and short statement (1 page) describing candidate research agenda *Upload as Letter of Interest*ƒ?› Writing sample (dissertation chapter or scholarly article) *Upload as Other Document*Finalists will be invited to campus for interviews and teaching demonstrations in early 2019.
Deadline: January 31, 2019
Additional Materials Requested:
Preliminary Interview Scheduled: Email 2/19 to schedule Zoom interview on 3/1 (x4)
Campus Interview Scheduled: 3/18
Rejection:
Offer Made:
Offer Accepted: 4/15
NOTES: Has anyone heard about a campus interview yet?    
No, but I got an email on 3/7 saying they were contacting recommenders. Did anyone else get same? (x2)

",1
2018,Modern / Contemporary Art,Modern / Contemporary,"tt, assistant_prof, tt, assistant_prof",TRUE,assistant_prof,"University of North Carolina Greensboro (Greensboro, NC) - TT Assistant Professor of Contemporary Art History","University of North Carolina Greensboro (Greensboro, NC) - TT Assistant Professor of Contemporary Art History
The School of Art at the University of North Carolina at Greensboro is seeking a full-time, tenure-track Assistant Professor in Art History, with a particular focus on Twentieth and Twenty-First Century Art Histories. Desirable candidates will also have a breadth of training and ability to teach in expanded geographic areas, modernisms, or nineteenth century art histories. The successful applicant for this position will teach a 3/3 standard load, directly serving the School of Art curricula. This faculty member will have Graduate Faculty Status and be expected to serve on M.F.A. thesis committees.
The School of Art is part of the College of Visual & Performing Arts, a community of artists, scholars and educators with almost 1500 undergraduate and graduate students. It is the largest visual and performing arts unit in the University of North Carolina system and is recognized for its comprehensive array of graduate programs and the success of its alumni. The School of Art enrolls over 400 majors and offers undergraduate degrees with majors/concentrations in Art Education, Art History, New Media and Design, Painting, Printmaking and Drawing, Photography, Sculpture and Ceramics, as well as an M.F.A. in Studio Art.
The Schoolƒ??s art history faculty share a building with the Weatherspoon Art Museum. Dedicated to modern and contemporary art, the Weatherspoon has a permanent collection of more than 6,000 objects and presents a rich roster of changing exhibitions each semester. Additional arts and culture venues in downtown Greensboro include the School of Artƒ??s downtown Greensboro Project Space, a gallery venue for experimental art production and installations; Elsewhere, a living museum and artist residency; and the International Civil Rights Museum.
We seek to attract a diverse applicant pool for this position, one in keeping with the Universityƒ??s own diverse student body. UNCG is a Minority Serving Institution with 50% of students identifying as racial minorities. It is also Federally recognized as a Title III institution, with 51% of its undergraduates eligible for PELL grants. More than 30% of the Universityƒ??s students are the first in their families to attend college. And, UNCG is ranked in the stateƒ??s top 3 system schools for Hispanic/Latino enrollment. As an EEO/AA/M/F/D/V employer, we have a strong commitment to increasing faculty diversity.
Salary is competitive and commensurate with experience. Review of applications will begin November 9th and is ongoing until the position is filled, initial interviews will be online and take place January 14th to 25th, on-campus interviews will take place mid-February to early March, and the appointment begins on August 1, 2019.
Qualifications

Preferred, Ph.D. in Art History, Art Theory, or Curatorial Practice related field.
Minimum requirement, A.B.D. with expected completion Fall 2019
3 years of teaching experience preferred
Application
To apply for the position, electronically submit the following as Word or PDF:

statement of interest
curriculum vita/resume
research statement
teaching philosophy
2-3 sample syllabi
One article or chapter-length sample of scholarly writing
list of 3 references with names, mailing addresses, email addresses, phone numbers*
To apply
To learn more or to apply for this position please visit our UNCGjobsearch website at https://jobsearch.uncg.edu and search for position # 998700.
Deadline: 9 Nov. 2018
Additional Materials Requested:
Preliminary Interview Scheduled: 11/28 (x3)
Campus Interview Scheduled: emailed to schedule campus visit for late February
Rejection: 2/21
Offer Made: 2/28

was the offer accepted?
Offer Accepted: Offer accepted on 3/11
NOTES:

",1
2018,Modern / Contemporary Art,Modern / Contemporary,"tt, assistant_prof, assistant_prof",TRUE,assistant_prof,"University of Regina (CAN) ƒ?? TT Assistant Professor, Art History and Cultures of Display (incl. Contemporary Art)","University of Regina (CAN) ƒ?? TT Assistant Professor, Art History and Cultures of Display (incl. Contemporary Art)
The Department of Visual Arts at the University of Regina, a dynamic team of artists and scholars, invites applications at the Assistant Professor level for a position in Art History and Cultures of Display. The successful candidate will have a PhD in Art History or cognate field; expertise in a range of arts and cultural practices, and curatorial approaches; and a demonstrated commitment to excellence in teaching and research. Teaching expectations include an introductory survey course, and a variety of other offerings, tailored to the expertise of the candidate and needs of the Department of Visual Arts. The successful candidate will need to be capable of teaching approaches in contemporary art. The ability to teach Indigenous art histories is an asset.  An active record of research dissemination is essential. The position will commence on July 1, 2019.
The Department of Visual Arts at the University of Regina is a comprehensive program with majors specializing in art history and cultures of display, ceramics, drawing, painting, photo-media, print-media, and sculpture. The department is located within the Faculty of Media, Art, and Performance and members engage in disciplinary, cross-disciplinary, and collaborative work within the department, faculty, and university. Faculty include art historians, curators, studio and performance artists. The department offers BFA, BA, BA (Honours), MA and MFA degrees, special programs for Arts Education majors, and certificate programs. The Faculty also offers an interdisciplinary PhD in Media and Artistic Practices. The Visual Arts faculty are active academics, curators, writers, and artists who disseminate their work locally, regionally, nationally, and internationally. The University of Regina is located on Treaty Four and Treaty Six lands, and its most recent strategic plan, peyak aski kikawinaw: Together We are Stronger includes a mandate to further Indigenize the campus. Visual Arts enjoys strong connections with our Federated Colleges: Campion College, First Nations University of Canada, and Luther College. We work closely with the MacKenzie Art Gallery, and other local arts organizations, such as Neutral Ground, Art Gallery of Regina, and Sa??ke??we??wak Artistsƒ?? Collective among others. The Regina area supports a lively arts community with a number of significant public, commercial and artist-run galleries and festivals, and both the University of Regina and the City of Regina have a strong commitment to public art.
REQUIREMENTS: The successful candidate will have a PhD in Art History or cognate field; expertise in a range of arts and cultural practices, and curatorial approaches; and a demonstrated commitment to excellence in teaching and research. Teaching expectations include an introductory survey course, and a variety of other offerings, tailored to the expertise of the candidate and needs of the Department of Visual Arts. The successful candidate will need to be capable of teaching approaches in contemporary art. The ability to teach Indigenous art histories is an asset. An active record of research dissemination is essential. 
APPLICATION DEADLINE: October 15, 2018  
For full position requirements and instructions on how to apply go to http://www.uregina.ca/hr/careers  
ALL applications must be submitted using our electronic system at http://www.uregina.ca/hr/careers  
For more information on the Faculty of Media, Art, and Performance visit: http://www.uregina.ca/mediaartperformance/
The University of Regina is committed to achieving a representative workforce. Qualified diversity group members are encouraged to self identify on their application. All qualified candidates are encouraged to apply; however, Canadians and permanent residents will be given priority.        
Deadline: 15 Oct 2018
Additional Materials Requested:
Preliminary Interview Scheduled:
Campus Interview Scheduled: 12/18 (1)
Rejection:
Offer Made:
Offer Accepted:
NOTES:

",1
2018,Modern / Contemporary Art,Modern / Contemporary,"lecturer, associate_prof",TRUE,"associate_prof, full_prof","University of Richmond (VA) - Tenured, Endowed Chair in Modern and Contemporary Art","University of Richmond (VA) - Tenured, Endowed Chair in Modern and Contemporary Art
The Department of Art & Art History invites applications from distinguished scholars for a tenured, endowed Chair in the History of Modern and Contemporary Art. Applicants working in any area within this broad field are welcome. While the position is not limited by geographical focus, we are particularly interested in interdisciplinary scholars whose research, teaching and public engagement prioritize diverse perspectives and histories and who demonstrate an understanding of the experience of those under-represented in higher education. The candidate should aim to promote inclusivity and dialogue both within the classroom and the larger communities of the University and the city of Richmond. The University is conducting initiatives in the Arts and Humanities, developing a long-term vision for the School of Arts & Sciences and implementing a strategic plan and academic programs that focus on inclusivity and academic excellence, racial justice and community-based learning. We are interested in individuals, trained as art historians, who want to engage this crucial moment in the visual arts and who see their work as participating in a public conversation about the role of the arts at the University and in contemporary society.
The Department of Art and Art History is home to the Art History and Visual and Media Arts Practice (VMAP) programs and, in collaboration with University Museums, to the Museum Studies program. The Art History program requires its majors to take a Theory and Methodologies course and write a senior thesis over two semesters. As the instruction of these capstone courses is shared by the full faculty of the Art history program, the candidate should be interested in acting as the instructor of record every third or fourth year. Although this position is in the Art history program, the ideal candidate will also consider the VMAP curriculum, faculty and students and demonstrate interdisciplinary interest in other curricular developments at the University, such as the Humanities and the Arc of Racial Justice initiatives. The candidate will be a valued member of a close-knit department, as an advanced scholar, teacher and mentor both to the students and the junior faculty. We seek scholars of the highest caliber, who embody the diversity of the United States as well as the global society in which we live. We strongly encourage applications from women, racial and ethnic minorities, and other individuals who are under-represented in the profession across color, creed, race, ethnic and national origin, physical ability, gender and sexual identity, or any other legally protected status. In addition to the position, the Tucker Boatwright Chair, has been approved by the Board of Trustees of the University.
Applicants should click ""Apply Now"" at the top of the page. Applicants will be asked to submit electronically a cover letter containing teaching and research statements as well as expression of interest and experience in teaching students from diverse backgrounds, current curriculum vitae, and at least three names of people who will later be contacted as professional references. Graduate transcripts (required) as well as any documents that cannot be submitted electronically should be addressed to Elena Calvillo, Associate Professor and Program Coordinator for Art History, Department of Art and Art History, 28 Westhampton Way, Richmond, VA 23173. Review of applications will begin September 10, 2018.
The School of Arts and Sciences, the liberal arts core of the University, is a thriving and inclusive community of 230 faculty, twenty-two departments and ten interdisciplinary programs. We offer distinctive and engaging learning opportunities to students and outstanding resources to support the scholarly, creative and pedagogical activities of the faculty. For information about the foundations, goals and initiatives of the School of Arts and Sciences, see the Concept 30 Strategic Plan at https://richmond.edu/concept 30/index.html. The University of Richmond is a private, highly selective, predominantly liberal arts institution. The University is committed to developing a diverse workforce and student body, and to modeling an inclusive campus community that values the expression of difference in ways that promote excellence in teaching, learning, personal development and institutional success. Our academic community strongly encourages applications that are in keeping with this commitment. For more information on the department see (https://art.richmond.edu/).
Deadline: 10 Sept. 2018
Additional Materials Requested:
Preliminary Interview Scheduled:
Campus Interview Scheduled:
Rejection:
Offer Made:
Offer Accepted:
NOTES:

beware> retaliationatvcu.wordpress.com 
I'm sorry to hear this, but why beware? It's a different dept/school.
Sorry, folks. That wordpress site is defamatory nonsense witten by someone who lost a TT job for harassment.
",1
2018,Modern / Contemporary Art,Modern / Contemporary,"tt, assistant_prof, tt, assistant_prof",TRUE,assistant_prof,University of Wisconsin - La Crosse (WI) - TT Assistant Professor of Art History (incl. Contemporary Art),"University of Wisconsin - La Crosse (WI) - TT Assistant Professor of Art History (incl. Contemporary Art)
The Art Department at the University of Wisconsin-La Crosse invites applications for one full-time tenure-track Assistant Professor of Art History to begin August 2019.
We are seeking a student-centered and collaborative art historian to teach Art History I & II, Contemporary Art, and other art history classes based on the applicantƒ??s area of expertise. Further duties include advising and mentoring students, serving on department and university committees, as well as establishing and maintaining a strong program of ongoing, peer reviewed research and scholarship.
Faculty at UWL teach 12 hours (typically 4 courses/3 preparations) per semester. We are looking for a colleague to collaborate with studio faculty to develop curriculum that is responsive and reflective of contemporary practices, engage the community and organizations across and outside the university, develop global/international education opportunities, and is committed to using high impact pedagogical practices (e.g., gallery exhibition-based applied learning projects). Achieving excellence through equity and diversity is one of the pillars of the Universityƒ??s Strategic Plan. We seek a colleague who shares the departmentƒ??s commitment to diversity and who will be a dedicated teacher, active scholar, and effective mentor for students with various backgrounds, preparation, and career goals.
General position summary statement for UWL faculty positions:
Under general supervision of department chair, a person in this position is responsible for teaching undergraduate and/or graduate courses, and advising students. In addition to preparing for and holding classes [face-to-face, hybrid, and/or online], teaching involves maintaining currency in the content area related to the teaching assignment, evaluating studentsƒ?? work, assessing student outcomes, maintaining appropriate records, and holding office hours. The individual is expected to maintain an active, on-going program of scholarship appropriate to the discipline. In addition, this individual will provide service to the department, college, and university and is likely expected to provide service to the community and/or the profession. Other duties may be assigned by the chair or dean.
Required Qualifications: Candidates for the appointment should have or be near to completing a doctorate in art history by the start date. Degree must be earned by the first personnel review, no later than May 15, 2020. Ability to teach general education courses and advanced art history courses. Ability to start an active scholarship program.
Preferred Qualifications: Evidence of excellence in college-level teaching, curriculum development, and outcomes-based assessment; strong professional accomplishments in scholarly research, achievement, and publication or potential; and strong communication, organizational, and interpersonal skills.
Complete applications will include:

Cover letter that addresses the teaching experience, scholarship, and qualifications noted in the position announcement
Curriculum vitae
Contact information (name, email address and phone number) for three references who can speak to the applicantƒ??s skills in teaching, scholarship, and/or professional experience outside academia.
Please contact the Search and Screen Chair Joel Elgin (jelgin@uwlax.edu) if you have a special need/accommodation to aid your participation in our hiring process.
Deadline: 24 Sept. 2018
Additional Materials Requested:
Preliminary Interview Scheduled: 

Phone interview 10/16
Campus Interview Scheduled:
Rejection: 12/7 - form email saying final candidate has been selected.
Offer Made:
Offer Accepted:
NOTES: Any info on this?

",1
2018,Modern / Contemporary Art,Modern / Contemporary,"non_tt, lecturer, lecturer",FALSE,lecturer,University College London--Lecturer in Contemporary Art,"University College London--Lecturer in Contemporary Art
Duties and Responsibilities
The History of Art Department at UCL is one of the most dynamic centres for the study of art history and visual cultures in the world. Known for our critical and self-reflexive approach to the subject, the Department is committed to a wide range of critical, historical and historiographical inquiry.
The Department is seeking to appoint a full-time Lecturer in Contemporary Art and its histories to begin on 1 September 2019. The role will be responsible for:
ƒ?›Delivering a range of research-based teaching at undergraduate, graduate and postgraduate level, focused primarily on contemporary art and complementing existing research specialisms in the Department.
ƒ?›Contributing to team-taught modules at undergraduate and graduate level.
ƒ?›Taking on an appropriate share in the administrative work of the Department and of UCL.
ƒ?›Generating research income by actively pursuing and applying for research grants.
Key Requirements
The successful candidate should demonstrate the ability to develop new directions for thinking about contemporary art as well as an engagement with current critical and theoretical debates. S/he will have a track record of publications and research excellence in post-1980 art understood in relation to historical and geo-political debates in the field. We seek applicants who will complement but not duplicate areas of expertise that are already well represented in the department. Applicants should have a relevant PhD or equivalent.
Further Details
Further particulars, including a job description and person specification, for the post can be accessed at the link:  
Salary(inclusive of London allowance): Grade 7 ?œ35,328 - ?œ42,701 Grade 8 ?œ43,884 - ?œ51,769 per annum
For any queries regarding the role please contact Professor Alison Wright, Head of the History of Art Department on: alison.wright@ucl.ac.uk
Deadline: 18 January 2019
Campus Interview Scheduled for 21 February 2019: 
Rejection: 2/11 (x2)
Offer Made:
Offer Accepted:
NOTES: UK Higher Education does not have a tenure system. This job is a ""permanent position,"" with a three-year probationary period. 

",1
2018,Modern / Contemporary Art,Modern / Contemporary,"non_tt, vap, assistant_prof, non_tt, vap, assistant_prof",FALSE,vap,"Washington & Lee University (Lexington, VA) - Visiting Assistant Professor of Modern and Contemporary Art History","Washington & Lee University (Lexington, VA) - Visiting Assistant Professor of Modern and Contemporary Art History
The Art and Art History Department of Washington and Lee University seeks applicants with expertise in Modern and Contemporary art for a one-year appointment as Visiting Assistant Professor beginning in July 2019. Candidates with a specialization in African and/or African Diaspora art are especially encouraged to apply.
Candidates will demonstrate a commitment to undergraduate instruction and an ability to support the Universityƒ??s commitment to diversity, equity, and inclusion. The successful candidate will be able to teach introductory courses in modern and contemporary art history and advanced undergraduate courses in their area of scholarly expertise. Of particular interest are candidates whose teaching can support our interdisciplinary programs (including but not limited to Africana Studies, Middle East and South Asian Studies, Shepherd Program for the Interdisciplinary Study of Poverty and Human Capability, and Womenƒ??s, Gender and Sexuality Studies).
Application review begins January 10, 2019 and continues until the position is filled. Interviews will be conducted via Skype and possibly at the College Art Association Annual Conference in New York on February 15, 2019.
Duties:
Candidates will teach 6 courses during the academic year: 3 courses during the 12-week fall term, 2 courses during the 12-week winter term, and 1 course during the 4-week spring term. Courses must include a Survey of Western Art: Renaissance to Present and Art Since 1945.
Supervise 1-3 undergraduate thesis papers during the 2019-20 academic year.
Work collegially and productively with others
About Washington and Lee University : Washington and Lee is a highly selective, private, liberal arts university with approximately 1800 undergraduates, located in the Shenandoah Valley in Lexington, Virginia. One of the nationƒ??s finest liberal arts colleges, W&L is unique in having accredited pre-professional undergraduate programs in business administration, journalism, and accounting, plus a graduate School of Law. Established in 1749, it is the ninth oldest institution of higher learning in the nation. To learn more, please visit www.wlu.edu .
A completed Ph.D. in Art History is preferred, although ABD candidates will be considered. The strongest candidates will have college teaching experience and demonstrate evidence of excellence in teaching, a publication record, and clear plans for ongoing scholarly engagement.
Applications should include a letter of intent outlining research interests, teaching experience and philosophy; a CV; two sample syllabi; and three confidential letters of recommendation.
Deadline: 10 Jan. 2019
Additional Materials Requested:
Preliminary Interview Scheduled: 2/5
Campus Interview Scheduled:
Rejection:
Offer Made:
Offer Accepted:
NOTES:

",1
2018,Curatorial Studies / Arts Administration,Museum Studies,"tt, assistant_prof",TRUE,assistant_prof,The College of Wooster - Museum Studies ,"The College of Wooster - Museum Studies 
The College of Wooster invites applications for a new tenure-track interdisciplinary position in the area of Museum Studies at the rank of Assistant Professor. We seek a scholar whose interests and qualifications extend beyond a single area of expertise to design and implement an interdisciplinary Museum Studies curriculum. Duties include teaching Museum Studies courses, mentoring students in their scholarly and professional development, and overseeing off-campus internships.
Candidates must hold a PhD in an applicable field, such as Anthropology, Archaeology, Art History, Classics, History, or Museum Studies with an emphasis in a non-western or indigenous area studies, ancient or contemporary. Candidates must demonstrate a strong record of excellence in teaching, scholarly engagement, and museum practice, including experience within museums, galleries, or cultural centers, and exhibit the ability to work collaboratively. We seek faculty who are strongly committed to diversity, equity and inclusion and who demonstrate these commitments through their teaching, curricular development, and research.
Strong candidates will bring expertise in one or several of the following specializations: critical museum studies, audience development, museum management and administration, exhibition design, collection standards, and museum ethics. The capacity to address digital and virtual exhibitions is also desirable.
Applicants should submit a cover letter, CV, copies of unofficial graduate transcripts, teaching philosophy, research statement, writing sample, diversity statement, and three reference letters to Dr. Kara Morrow, Search Chair, through Interfolio: apply.interfolio.com/57598. The diversity statement should detail how the applicant has engaged and/or expects to engage with issues of diversity in the classroom and the curriculum, as well as on campus and in the broader community. Completed applications should be submitted by January 7, 2019.
Deadline: 7 January 2019
Additional Materials Requested:
Preliminary Interview Scheduled: x1 (Feb 4)
Campus Interview Scheduled: x2 (Feb 15)
Rejection:
Offer Made: Mar 19
Offer Accepted: Mar 25
NOTES:

",1
